Group,Tank,Day,ZT,Chamber,FishCount
Control,3,1,16,4,2.866666667
Control,1,1,16,5,1.2
Control,2,1,16,5,1.433333333
Control,3,1,16,5,3.2
Control,1,1,17,1,2.183333333
Control,2,1,17,1,2.35
Control,3,1,17,1,1.2
Control,1,1,17,2,3.066666667
Control,2,1,17,2,2.2
Control,3,1,17,2,3.683333333
Control,1,1,17,3,3.033333333
Control,2,1,17,3,3.033333333
Control,3,1,17,3,1.233333333
Control,1,1,17,4,2.633333333
Control,2,1,17,4,2.733333333
Control,3,1,17,4,2.9
Control,1,1,17,5,1.083333333
Control,2,1,17,5,1.683333333
Control,3,1,17,5,2.983333333
Control,1,1,18,1,2.583333333
Control,2,1,18,1,2.566666667
Control,3,1,18,1,1.383333333
Control,1,1,18,2,3.066666667
Control,2,1,18,2,2.233333333
Control,3,1,18,2,3.916666667
Control,1,1,18,3,3.033333333
Control,2,1,18,3,2.383333333
Control,3,1,18,3,1.266666667
Control,1,1,18,4,2.45
Control,2,1,18,4,2.95
Control,3,1,18,4,2.533333333
Control,1,1,18,5,0.866666667
Control,2,1,18,5,1.866666667
Control,3,1,18,5,2.9
Control,1,1,19,1,2.45
Control,2,1,19,1,2.85
Control,3,1,19,1,1.65
Control,1,1,19,2,3.2
Control,2,1,19,2,2.183333333
Control,3,1,19,2,2.966666667
Control,1,1,19,3,2.116666667
Control,2,1,19,3,2.433333333
Control,3,1,19,3,1.116666667
Control,1,1,19,4,2.683333333
Control,2,1,19,4,2.95
Control,3,1,19,4,3.45
Control,1,1,19,5,1.55
Control,2,1,19,5,1.583333333
Control,3,1,19,5,2.816666667
Control,1,1,20,1,2.766666667
Control,2,1,20,1,2.333333333
Control,3,1,20,1,1.4
Control,1,1,20,2,3.033333333
Control,2,1,20,2,2.216666667
Control,3,1,20,2,3
Control,1,1,20,3,2.15
Control,2,1,20,3,3.083333333
Control,3,1,20,3,1.65
Control,1,1,20,4,2.7
Control,2,1,20,4,2.8
Control,3,1,20,4,2.916666667
Control,1,1,20,5,1.35
Control,2,1,20,5,1.566666667
Control,3,1,20,5,3.033333333
Control,1,1,21,1,3.133333333
Control,2,1,21,1,2.566666667
Control,3,1,21,1,1.516666667
Control,1,1,21,2,2.716666667
Control,2,1,21,2,2.233333333
Control,3,1,21,2,2.716666667
Control,1,1,21,3,2.266666667
Control,2,1,21,3,2.383333333
Control,3,1,21,3,1.35
Control,1,1,21,4,2.283333333
Control,2,1,21,4,2.95
Control,3,1,21,4,2.85
Control,1,1,21,5,1.6
Control,2,1,21,5,1.866666667
Control,3,1,21,5,3.566666667
Control,1,1,22,1,2.983333333
Control,2,1,22,1,2.85
Control,3,1,22,1,1.466666667
Control,1,1,22,2,2.416666667
Control,2,1,22,2,2.183333333
Control,3,1,22,2,3.2
Control,1,1,22,3,1.966666667
Control,2,1,22,3,2.433333333
Control,3,1,22,3,1.55
Control,1,1,22,4,2.85
Control,2,1,22,4,2.95
Control,3,1,22,4,2.633333333
Control,1,1,22,5,1.783333333
Control,2,1,22,5,1.583333333
Control,3,1,22,5,3.15
Control,1,1,23,1,4.133333333
Control,2,1,23,1,2.35
Control,3,1,23,1,1.483333333
Control,1,1,23,2,1.95
Control,2,1,23,2,2.233333333
Control,3,1,23,2,3.166666667
Control,1,1,23,3,1.983333333
Control,2,1,23,3,3.066666667
Control,3,1,23,3,1.983333333
Control,1,1,23,4,2.533333333
Control,2,1,23,4,2.75
Control,3,1,23,4,2.233333333
Control,1,1,23,5,1.4
Control,2,1,23,5,1.6
Control,3,1,23,5,3.133333333
Control,1,2,0,1,1.766666667
Control,2,2,0,1,1.2
Control,3,2,0,1,2.1
Control,1,2,0,2,2.076923077
Control,2,2,0,2,3.307692308
Control,3,2,0,2,1.333333333
Control,1,2,0,3,3.974358974
Control,2,2,0,3,2.846153846
Control,3,2,0,3,1.487179487
Control,1,2,0,4,3.307692308
Control,2,2,0,4,3.256410256
Control,3,2,0,4,2.102564103
Control,1,2,0,5,1.179487179
Control,2,2,0,5,1.358974359
Control,3,2,0,5,4.58974359
Control,1,2,1,1,2.083333333
Control,2,2,1,1,1.883333333
Control,3,2,1,1,3.5
Control,1,2,1,2,2.033333333
Control,2,2,1,2,2.983333333
Control,3,2,1,2,2.033333333
Control,1,2,1,3,3.183333333
Control,2,2,1,3,2.2
Control,3,2,1,3,1.033333333
Control,1,2,1,4,3.483333333
Control,2,2,1,4,3.333333333
Control,3,2,1,4,0.65
Control,1,2,1,5,1.216666667
Control,2,2,1,5,1.6
Control,3,2,1,5,4.783333333
Control,1,2,2,1,3.733333333
Control,2,2,2,1,1.233333333
Control,3,2,2,1,2.733333333
Control,1,2,2,2,2.133333333
Control,2,2,2,2,3.333333333
Control,3,2,2,2,2.1
Control,1,2,2,3,2.916666667
Control,2,2,2,3,2.75
Control,3,2,2,3,2.2
Control,1,2,2,4,1.75
Control,2,2,2,4,3.25
Control,3,2,2,4,3.7
Control,1,2,2,5,1.466666667
Control,2,2,2,5,1.433333333
Control,3,2,2,5,1.266666667
Control,1,2,3,1,5.233333333
Control,2,2,3,1,1.483333333
Control,3,2,3,1,1.95
Control,1,2,3,2,2.5
Control,2,2,3,2,2.85
Control,3,2,3,2,1.9
Control,1,2,3,3,1.9
Control,2,2,3,3,2.883333333
Control,3,2,3,3,2.533333333
Control,1,2,3,4,0.85
Control,2,2,3,4,3.716666667
Control,3,2,3,4,4.45
Control,1,2,3,5,1.516666667
Control,2,2,3,5,1.066666667
Control,3,2,3,5,1.166666667
Control,1,2,4,1,4.533333333
Control,2,2,4,1,2.85
Control,3,2,4,1,2.733333333
Control,1,2,4,2,3.2
Control,2,2,4,2,2.416666667
Control,3,2,4,2,2.1
Control,1,2,4,3,2.3
Control,2,2,4,3,2.866666667
Control,3,2,4,3,2.2
Control,1,2,4,4,0.45
Control,2,2,4,4,2.816666667
Control,3,2,4,4,3.7
Control,1,2,4,5,1.516666667
Control,2,2,4,5,1.05
Control,3,2,4,5,1.266666667
Control,1,2,5,1,3.1
Control,2,2,5,1,3.133333333
Control,3,2,5,1,2.333333333
Control,1,2,5,2,3.216666667
Control,2,2,5,2,2
Control,3,2,5,2,3.116666667
Control,1,2,5,3,2.866666667
Control,2,2,5,3,3.383333333
Control,3,2,5,3,0.95
Control,1,2,5,4,0.95
Control,2,2,5,4,2.316666667
Control,3,2,5,4,2.766666667
Control,1,2,5,5,1.866666667
Control,2,2,5,5,1.166666667
Control,3,2,5,5,2.833333333
Control,1,2,6,1,2.6
Control,2,2,6,1,5.4
Control,3,2,6,1,2.35
Control,1,2,6,2,2.45
Control,2,2,6,2,2.416666667
Control,3,2,6,2,2.966666667
Control,1,2,6,3,2.15
Control,2,2,6,3,1.833333333
Control,3,2,6,3,1.216666667
Control,1,2,6,4,1.783333333
Control,2,2,6,4,0.716666667
Control,3,2,6,4,2.216666667
Control,1,2,6,5,3.016666667
Control,2,2,6,5,1.633333333
Control,3,2,6,5,3.25
Control,1,2,7,1,2.4
Control,2,2,7,1,4.666666667
Control,3,2,7,1,2.133333333
Control,1,2,7,2,2.5
Control,2,2,7,2,2.983333333
Control,3,2,7,2,2.233333333
Control,1,2,7,3,1.733333333
Control,2,2,7,3,2.133333333
Control,3,2,7,3,1.383333333
Control,1,2,7,4,1.783333333
Control,2,2,7,4,0.566666667
Control,3,2,7,4,2.833333333
Control,1,2,7,5,3.583333333
Control,2,2,7,5,1.65
Control,3,2,7,5,3.416666667
Control,1,2,8,1,2.183333333
Control,2,2,8,1,3.483333333
Control,3,2,8,1,2.166666667
Control,1,2,8,2,1.983333333
Control,2,2,8,2,3.533333333
Control,3,2,8,2,1.583333333
Control,1,2,8,3,2.75
Control,2,2,8,3,2.783333333
Control,3,2,8,3,2.05
Control,1,2,8,4,1.983333333
Control,2,2,8,4,0.7
Control,3,2,8,4,3.216666667
Control,1,2,8,5,3.1
Control,2,2,8,5,1.5
Control,3,2,8,5,2.983333333
Control,1,2,9,1,2.166666667
Control,2,2,9,1,1.883333333
Control,3,2,9,1,2.233333333
Control,1,2,9,2,1.333333333
Control,2,2,9,2,3
Control,3,2,9,2,1.3
Control,1,2,9,3,4.466666667
Control,2,2,9,3,2.2
Control,3,2,9,3,2.116666667
Control,1,2,9,4,1.016666667
Control,2,2,9,4,3.316666667
Control,3,2,9,4,3.233333333
Control,1,2,9,5,3.016666667
Control,2,2,9,5,1.6
Control,3,2,9,5,3.116666667
Control,1,2,10,1,1.766666667
Control,2,2,10,1,1.083333333
Control,3,2,10,1,2.283333333
Control,1,2,10,2,2.166666667
Control,2,2,10,2,2.483333333
Control,3,2,10,2,1.333333333
Control,1,2,10,3,4.183333333
Control,2,2,10,3,4.583333333
Control,3,2,10,3,1.666666667
Control,1,2,10,4,2.5
Control,2,2,10,4,2.6
Control,3,2,10,4,2.983333333
Control,1,2,10,5,1.383333333
Control,2,2,10,5,1.25
Control,3,2,10,5,3.733333333
Control,1,2,11,1,1.816666667
Control,2,2,11,1,1.2
Control,3,2,11,1,3.05
Control,1,2,11,2,2.05
Control,2,2,11,2,3.4
Control,3,2,11,2,3.333333333
Control,1,2,11,3,2.883333333
Control,2,2,11,3,2.733333333
Control,3,2,11,3,0.283333333
Control,1,2,11,4,3.85
Control,2,2,11,4,3.233333333
Control,3,2,11,4,0.85
Control,1,2,11,5,1.4
Control,2,2,11,5,1.433333333
Control,3,2,11,5,4.483333333
Control,1,2,12,1,1.933333333
Control,2,2,12,1,1.883333333
Control,3,2,12,1,2.6
Control,1,2,12,2,2.05
Control,2,2,12,2,2.983333333
Control,3,2,12,2,2.566666667
Control,1,2,12,3,3.466666667
Control,2,2,12,3,2.2
Control,3,2,12,3,1.3
Control,1,2,12,4,2.35
Control,2,2,12,4,3.333333333
Control,3,2,12,4,3.166666667
Control,1,2,12,5,2.2
Control,2,2,12,5,1.6
Control,3,2,12,5,2.366666667
Control,1,2,13,1,2.2
Control,2,2,13,1,1.233333333
Control,3,2,13,1,2.183333333
Control,1,2,13,2,1.8
Control,2,2,13,2,3.333333333
Control,3,2,13,2,2.966666667
Control,1,2,13,3,2.583333333
Control,2,2,13,3,2.75
Control,3,2,13,3,1.266666667
Control,1,2,13,4,1.966666667
Control,2,2,13,4,3.25
Control,3,2,13,4,3.766666667
Control,1,2,13,5,3.45
Control,2,2,13,5,1.433333333
Control,3,2,13,5,1.816666667
Control,1,2,14,1,1.983333333
Control,2,2,14,1,1.883333333
Control,3,2,14,1,2.383333333
Control,1,2,14,2,2.55
Control,2,2,14,2,2.983333333
Control,3,2,14,2,2.466666667
Control,1,2,14,3,2.216666667
Control,2,2,14,3,2.2
Control,3,2,14,3,1.216666667
Control,1,2,14,4,1.8
Control,2,2,14,4,3.333333333
Control,3,2,14,4,3.383333333
Control,1,2,14,5,3.45
Control,2,2,14,5,1.6
Control,3,2,14,5,2.55
Control,1,2,15,1,2.183333333
Control,2,2,15,1,1.666666667
Control,3,2,15,1,1.866666667
Control,1,2,15,2,1.8
Control,2,2,15,2,1.633333333
Control,3,2,15,2,1.283333333
Control,1,2,15,3,2.6
Control,2,2,15,3,3.116666667
Control,3,2,15,3,1.25
Control,1,2,15,4,1.933333333
Control,2,2,15,4,2.7
Control,3,2,15,4,3.9
Control,1,2,15,5,3.483333333
Control,2,2,15,5,2.883333333
Control,3,2,15,5,3.7
Control,1,2,16,1,1.433333333
Control,2,2,16,1,1.133333333
Control,3,2,16,1,1.933333333
Control,1,2,16,2,2
Control,2,2,16,2,1.533333333
Control,3,2,16,2,2.633333333
Control,1,2,16,3,3.9
Control,2,2,16,3,2.9
Control,3,2,16,3,1.533333333
Control,1,2,16,4,3.533333333
Control,2,2,16,4,3.433333333
Control,3,2,16,4,3.333333333
Control,1,2,16,5,1.133333333
Control,2,2,16,5,3
Control,3,2,16,5,2.566666667
Control,1,2,17,1,1.816666667
Control,2,2,17,1,5.4
Control,3,2,17,1,1.6
Control,1,2,17,2,2.05
Control,2,2,17,2,2.416666667
Control,3,2,17,2,3.333333333
Control,1,2,17,3,2.883333333
Control,2,2,17,3,1.833333333
Control,3,2,17,3,0.916666667
Control,1,2,17,4,3.85
Control,2,2,17,4,0.716666667
Control,3,2,17,4,3.183333333
Control,1,2,17,5,1.4
Control,2,2,17,5,1.633333333
Control,3,2,17,5,2.966666667
Control,1,2,18,1,1.933333333
Control,2,2,18,1,4.666666667
Control,3,2,18,1,1.766666667
Control,1,2,18,2,2.05
Control,2,2,18,2,2.983333333
Control,3,2,18,2,2.416666667
Control,1,2,18,3,3.466666667
Control,2,2,18,3,2.133333333
Control,3,2,18,3,1.266666667
Control,1,2,18,4,2.35
Control,2,2,18,4,0.566666667
Control,3,2,18,4,3.483333333
Control,1,2,18,5,2.2
Control,2,2,18,5,1.65
Control,3,2,18,5,3.066666667
Control,1,2,19,1,2.2
Control,2,2,19,1,3.483333333
Control,3,2,19,1,1.983333333
Control,1,2,19,2,1.8
Control,2,2,19,2,3.533333333
Control,3,2,19,2,2.566666667
Control,1,2,19,3,2.583333333
Control,2,2,19,3,2.783333333
Control,3,2,19,3,1.866666667
Control,1,2,19,4,1.966666667
Control,2,2,19,4,0.7
Control,3,2,19,4,2.883333333
Control,1,2,19,5,3.45
Control,2,2,19,5,1.5
Control,3,2,19,5,2.7
Control,1,2,20,1,1.983333333
Control,2,2,20,1,2.483333333
Control,3,2,20,1,2.033333333
Control,1,2,20,2,2.55
Control,2,2,20,2,1.266666667
Control,3,2,20,2,3.45
Control,1,2,20,3,2.216666667
Control,2,2,20,3,1.95
Control,3,2,20,3,0.833333333
Control,1,2,20,4,1.8
Control,2,2,20,4,3.95
Control,3,2,20,4,3.2
Control,1,2,20,5,3.45
Control,2,2,20,5,2.35
Control,3,2,20,5,2.483333333
Control,1,2,21,1,1.75
Control,2,2,21,1,2.1
Control,3,2,21,1,3.183333333
Control,1,2,21,2,2.15
Control,2,2,21,2,0.8
Control,3,2,21,2,1.716666667
Control,1,2,21,3,4.133333333
Control,2,2,21,3,3.866666667
Control,3,2,21,3,0.333333333
Control,1,2,21,4,2.516666667
Control,2,2,21,4,3.433333333
Control,3,2,21,4,3.433333333
Control,1,2,21,5,1.45
Control,2,2,21,5,1.8
Control,3,2,21,5,3.333333333
Control,1,2,22,1,1.816666667
Control,2,2,22,1,2.6
Control,3,2,22,1,2.85
Control,1,2,22,2,2.05
Control,2,2,22,2,0.8
Control,3,2,22,2,1.366666667
Control,1,2,22,3,2.883333333
Control,2,2,22,3,2.466666667
Control,3,2,22,3,1.4
Control,1,2,22,4,3.85
Control,2,2,22,4,3.683333333
Control,3,2,22,4,2.983333333
Control,1,2,22,5,1.4
Control,2,2,22,5,2.45
Control,3,2,22,5,3.4
Control,1,2,23,1,1.933333333
Control,2,2,23,1,2.633333333
Control,3,2,23,1,2.366666667
Control,1,2,23,2,2.05
Control,2,2,23,2,1.05
Control,3,2,23,2,1.416666667
Control,1,2,23,3,3.466666667
Control,2,2,23,3,1.833333333
Control,3,2,23,3,1.783333333
Control,1,2,23,4,2.35
Control,2,2,23,4,3.25
Control,3,2,23,4,3.433333333
Control,1,2,23,5,2.2
Control,2,2,23,5,3.233333333
Control,3,2,23,5,3
Control,1,3,0,1,2.416666667
Control,2,3,0,1,1.2
Control,3,3,0,1,2.783333333
Control,1,3,0,2,1.794871795
Control,2,3,0,2,3.307692308
Control,3,3,0,2,1.435897436
Control,1,3,0,3,2.205128205
Control,2,3,0,3,2.846153846
Control,3,3,0,3,0.923076923
Control,1,3,0,4,1.897435897
Control,2,3,0,4,3.256410256
Control,3,3,0,4,0.948717949
Control,1,3,0,5,3.692307692
Control,2,3,0,5,1.358974359
Control,3,3,0,5,5.743589744
Control,1,3,1,1,1.766666667
Control,2,3,1,1,1.883333333
Control,3,3,1,1,2.783333333
Control,1,3,1,2,2.166666667
Control,2,3,1,2,2.983333333
Control,3,3,1,2,1.95
Control,1,3,1,3,4.183333333
Control,2,3,1,3,2.2
Control,3,3,1,3,0.733333333
Control,1,3,1,4,2.5
Control,2,3,1,4,3.333333333
Control,3,3,1,4,1.233333333
Control,1,3,1,5,1.383333333
Control,2,3,1,5,1.6
Control,3,3,1,5,5.3
Control,1,3,2,1,1.816666667
Control,2,3,2,1,1.233333333
Control,3,3,2,1,3.166666667
Control,1,3,2,2,2.05
Control,2,3,2,2,3.333333333
Control,3,3,2,2,1.033333333
Control,1,3,2,3,2.883333333
Control,2,3,2,3,2.75
Control,3,3,2,3,0.866666667
Control,1,3,2,4,3.85
Control,2,3,2,4,3.25
Control,3,3,2,4,0.6
Control,1,3,2,5,1.4
Control,2,3,2,5,1.433333333
Control,3,3,2,5,6.333333333
Control,1,3,3,1,1.933333333
Control,2,3,3,1,3.15
Control,3,3,3,1,2.8
Control,1,3,3,2,2.05
Control,2,3,3,2,1.866666667
Control,3,3,3,2,1.916666667
Control,1,3,3,3,3.466666667
Control,2,3,3,3,0.6
Control,3,3,3,3,0.733333333
Control,1,3,3,4,2.35
Control,2,3,3,4,1.55
Control,3,3,3,4,1.233333333
Control,1,3,3,5,2.2
Control,2,3,3,5,4.833333333
Control,3,3,3,5,5.316666667
Control,1,3,4,1,2.783333333
Control,2,3,4,1,1.2
Control,3,3,4,1,3.166666667
Control,1,3,4,2,3.016666667
Control,2,3,4,2,3.4
Control,3,3,4,2,1.033333333
Control,1,3,4,3,2.733333333
Control,2,3,4,3,2.733333333
Control,3,3,4,3,0.866666667
Control,1,3,4,4,2.233333333
Control,2,3,4,4,3.233333333
Control,3,3,4,4,0.6
Control,1,3,4,5,1.233333333
Control,2,3,4,5,1.433333333
Control,3,3,4,5,6.333333333
Control,1,3,5,1,2.183333333
Control,2,3,5,1,1.883333333
Control,3,3,5,1,3.716666667
Control,1,3,5,2,3.066666667
Control,2,3,5,2,2.983333333
Control,3,3,5,2,1.283333333
Control,1,3,5,3,3.033333333
Control,2,3,5,3,2.2
Control,3,3,5,3,0.816666667
Control,1,3,5,4,2.633333333
Control,2,3,5,4,3.333333333
Control,3,3,5,4,0.8
Control,1,3,5,5,1.083333333
Control,2,3,5,5,1.6
Control,3,3,5,5,5.383333333
Control,1,3,6,1,5.4
Control,2,3,6,1,1.233333333
Control,3,3,6,1,3.8
Control,1,3,6,2,2.416666667
Control,2,3,6,2,3.333333333
Control,3,3,6,2,1.7
Control,1,3,6,3,1.833333333
Control,2,3,6,3,2.75
Control,3,3,6,3,0.85
Control,1,3,6,4,0.716666667
Control,2,3,6,4,3.25
Control,3,3,6,4,1.033333333
Control,1,3,6,5,1.633333333
Control,2,3,6,5,1.433333333
Control,3,3,6,5,4.616666667
Control,1,3,7,1,4.666666667
Control,2,3,7,1,3.15
Control,3,3,7,1,2.95
Control,1,3,7,2,2.983333333
Control,2,3,7,2,1.866666667
Control,3,3,7,2,1.15
Control,1,3,7,3,2.133333333
Control,2,3,7,3,0.6
Control,3,3,7,3,1.55
Control,1,3,7,4,0.566666667
Control,2,3,7,4,1.55
Control,3,3,7,4,1.166666667
Control,1,3,7,5,1.65
Control,2,3,7,5,4.833333333
Control,3,3,7,5,5.183333333
Control,1,3,8,1,3.483333333
Control,2,3,8,1,3.45
Control,3,3,8,1,3.033333333
Control,1,3,8,2,3.533333333
Control,2,3,8,2,3.533333333
Control,3,3,8,2,1.5
Control,1,3,8,3,2.783333333
Control,2,3,8,3,2.75
Control,3,3,8,3,1.233333333
Control,1,3,8,4,0.7
Control,2,3,8,4,0.766666667
Control,3,3,8,4,0.983333333
Control,1,3,8,5,1.5
Control,2,3,8,5,1.5
Control,3,3,8,5,5.25
Control,1,3,9,1,3.116666667
Control,2,3,9,1,2.566666667
Control,3,3,9,1,2.333333333
Control,1,3,9,2,2.733333333
Control,2,3,9,2,2.266666667
Control,3,3,9,2,1.266666667
Control,1,3,9,3,2.25
Control,2,3,9,3,2.366666667
Control,3,3,9,3,1.6
Control,1,3,9,4,2.283333333
Control,2,3,9,4,2.916666667
Control,3,3,9,4,1.583333333
Control,1,3,9,5,1.616666667
Control,2,3,9,5,1.883333333
Control,3,3,9,5,5.216666667
Control,1,3,10,1,2.983333333
Control,2,3,10,1,2.85
Control,3,3,10,1,2.483333333
Control,1,3,10,2,2.416666667
Control,2,3,10,2,2.183333333
Control,3,3,10,2,1.633333333
Control,1,3,10,3,1.966666667
Control,2,3,10,3,2.433333333
Control,3,3,10,3,1.333333333
Control,1,3,10,4,2.85
Control,2,3,10,4,2.95
Control,3,3,10,4,1.3
Control,1,3,10,5,1.783333333
Control,2,3,10,5,1.583333333
Control,3,3,10,5,5.25
Control,1,3,11,1,2.116666667
Control,2,3,11,1,1.083333333
Control,3,3,11,1,3
Control,1,3,11,2,2
Control,2,3,11,2,2.483333333
Control,3,3,11,2,0.883333333
Control,1,3,11,3,2.283333333
Control,2,3,11,3,4.583333333
Control,3,3,11,3,1
Control,1,3,11,4,1.433333333
Control,2,3,11,4,2.6
Control,3,3,11,4,1.65
Control,1,3,11,5,4.166666667
Control,2,3,11,5,1.25
Control,3,3,11,5,5.466666667
Control,1,3,12,1,5.433333333
Control,2,3,12,1,1.2
Control,3,3,12,1,1.3
Control,1,3,12,2,2.4
Control,2,3,12,2,3.4
Control,3,3,12,2,3.233333333
Control,1,3,12,3,1.816666667
Control,2,3,12,3,2.733333333
Control,3,3,12,3,1.666666667
Control,1,3,12,4,0.7
Control,2,3,12,4,3.233333333
Control,3,3,12,4,2.35
Control,1,3,12,5,1.65
Control,2,3,12,5,1.433333333
Control,3,3,12,5,3.45
Control,1,3,13,1,4.666666667
Control,2,3,13,1,1.883333333
Control,3,3,13,1,1.433333333
Control,1,3,13,2,3
Control,2,3,13,2,2.983333333
Control,3,3,13,2,3.583333333
Control,1,3,13,3,2.15
Control,2,3,13,3,2.2
Control,3,3,13,3,2.033333333
Control,1,3,13,4,0.55
Control,2,3,13,4,3.333333333
Control,3,3,13,4,2.333333333
Control,1,3,13,5,1.633333333
Control,2,3,13,5,1.6
Control,3,3,13,5,2.616666667
Control,1,3,14,1,3.433333333
Control,2,3,14,1,2.833333333
Control,3,3,14,1,1
Control,1,3,14,2,3.55
Control,2,3,14,2,2.45
Control,3,3,14,2,3.6
Control,1,3,14,3,2.766666667
Control,2,3,14,3,2.883333333
Control,3,3,14,3,1.733333333
Control,1,3,14,4,0.733333333
Control,2,3,14,4,2.8
Control,3,3,14,4,2.766666667
Control,1,3,14,5,1.516666667
Control,2,3,14,5,1.033333333
Control,3,3,14,5,2.9
Control,1,3,15,1,3.133333333
Control,2,3,15,1,3.133333333
Control,3,3,15,1,1.433333333
Control,1,3,15,2,2.7
Control,2,3,15,2,2
Control,3,3,15,2,3.566666667
Control,1,3,15,3,2.25
Control,2,3,15,3,3.383333333
Control,3,3,15,3,1.033333333
Control,1,3,15,4,2.3
Control,2,3,15,4,2.316666667
Control,3,3,15,4,2.416666667
Control,1,3,15,5,1.616666667
Control,2,3,15,5,1.166666667
Control,3,3,15,5,3.55
Control,1,3,16,1,3.366666667
Control,2,3,16,1,2.266666667
Control,3,3,16,1,1.1
Control,1,3,16,2,2.133333333
Control,2,3,16,2,1.233333333
Control,3,3,16,2,3
Control,1,3,16,3,1.933333333
Control,2,3,16,3,3.833333333
Control,3,3,16,3,1.566666667
Control,1,3,16,4,3
Control,2,3,16,4,2.966666667
Control,3,3,16,4,2.7
Control,1,3,16,5,1.566666667
Control,2,3,16,5,1.7
Control,3,3,16,5,3.633333333
Control,1,3,17,1,5.333333333
Control,2,3,17,1,5.283333333
Control,3,3,17,1,1.2
Control,1,3,17,2,2.416666667
Control,2,3,17,2,2.35
Control,3,3,17,2,3.183333333
Control,1,3,17,3,1.85
Control,2,3,17,3,1.85
Control,3,3,17,3,1.183333333
Control,1,3,17,4,0.716666667
Control,2,3,17,4,0.9
Control,3,3,17,4,2.816666667
Control,1,3,17,5,1.683333333
Control,2,3,17,5,1.616666667
Control,3,3,17,5,3.616666667
Control,1,3,18,1,4.666666667
Control,2,3,18,1,4.666666667
Control,3,3,18,1,1.15
Control,1,3,18,2,2.983333333
Control,2,3,18,2,2.95
Control,3,3,18,2,2.716666667
Control,1,3,18,3,2.133333333
Control,2,3,18,3,2.05
Control,3,3,18,3,1.616666667
Control,1,3,18,4,0.566666667
Control,2,3,18,4,0.633333333
Control,3,3,18,4,2.65
Control,1,3,18,5,1.65
Control,2,3,18,5,1.7
Control,3,3,18,5,3.866666667
Control,1,3,19,1,3.483333333
Control,2,3,19,1,3.65
Control,3,3,19,1,2
Control,1,3,19,2,3.533333333
Control,2,3,19,2,3.533333333
Control,3,3,19,2,2.75
Control,1,3,19,3,2.783333333
Control,2,3,19,3,2.783333333
Control,3,3,19,3,1.366666667
Control,1,3,19,4,0.7
Control,2,3,19,4,0.616666667
Control,3,3,19,4,2.85
Control,1,3,19,5,1.5
Control,2,3,19,5,1.416666667
Control,3,3,19,5,3.033333333
Control,1,3,20,1,2.966666667
Control,2,3,20,1,1.4
Control,3,3,20,1,2.033333333
Control,1,3,20,2,2.45
Control,2,3,20,2,1.366666667
Control,3,3,20,2,2.916666667
Control,1,3,20,3,1.966666667
Control,2,3,20,3,3.033333333
Control,3,3,20,3,1.4
Control,1,3,20,4,2.816666667
Control,2,3,20,4,3.05
Control,3,3,20,4,2.833333333
Control,1,3,20,5,1.8
Control,2,3,20,5,3.15
Control,3,3,20,5,2.816666667
Control,1,3,21,1,2.216666667
Control,2,3,21,1,1.883333333
Control,3,3,21,1,2.35
Control,1,3,21,2,3.033333333
Control,2,3,21,2,1.283333333
Control,3,3,21,2,3.966666667
Control,1,3,21,3,2.983333333
Control,2,3,21,3,2.566666667
Control,3,3,21,3,0.366666667
Control,1,3,21,4,2.683333333
Control,2,3,21,4,3.183333333
Control,3,3,21,4,2.833333333
Control,1,3,21,5,1.083333333
Control,2,3,21,5,3.083333333
Control,3,3,21,5,2.483333333
Control,1,3,22,1,2.583333333
Control,2,3,22,1,2.116666667
Control,3,3,22,1,2.116666667
Control,1,3,22,2,3.066666667
Control,2,3,22,2,1.183333333
Control,3,3,22,2,3.85
Control,1,3,22,3,3.033333333
Control,2,3,22,3,2.95
Control,3,3,22,3,0.1
Control,1,3,22,4,2.45
Control,2,3,22,4,3.583333333
Control,3,3,22,4,2
Control,1,3,22,5,0.866666667
Control,2,3,22,5,2.166666667
Control,3,3,22,5,3.933333333
Control,1,3,23,1,2.45
Control,2,3,23,1,2.133333333
Control,3,3,23,1,2.233333333
Control,1,3,23,2,3.2
Control,2,3,23,2,1.4
Control,3,3,23,2,3.216666667
Control,1,3,23,3,2.116666667
Control,2,3,23,3,3.033333333
Control,3,3,23,3,0.316666667
Control,1,3,23,4,2.683333333
Control,2,3,23,4,3.433333333
Control,3,3,23,4,2.1
Control,1,3,23,5,1.55
Control,2,3,23,5,2
Control,3,3,23,5,4.133333333
Control,1,4,0,1,3.133333333
Control,2,4,0,1,1.2
Control,3,4,0,1,2.733333333
Control,1,4,0,2,2.076923077
Control,2,4,0,2,3.307692308
Control,3,4,0,2,2.128205128
Control,1,4,0,3,3.282051282
Control,2,4,0,3,2.846153846
Control,3,4,0,3,2.256410256
Control,1,4,0,4,2.230769231
Control,2,4,0,4,3.256410256
Control,3,4,0,4,4
Control,1,4,0,5,1.333333333
Control,2,4,0,5,1.358974359
Control,3,4,0,5,1.102564103
Control,1,4,1,1,5.4
Control,2,4,1,1,1.883333333
Control,3,4,1,1,1.95
Control,1,4,1,2,2.416666667
Control,2,4,1,2,2.983333333
Control,3,4,1,2,1.9
Control,1,4,1,3,1.833333333
Control,2,4,1,3,2.2
Control,3,4,1,3,2.533333333
Control,1,4,1,4,0.716666667
Control,2,4,1,4,3.333333333
Control,3,4,1,4,4.45
Control,1,4,1,5,1.633333333
Control,2,4,1,5,1.6
Control,3,4,1,5,1.166666667
